entry_bar,exit_bar,entry_mid,entry_exec,exit_mid,exit_exec,qty,position_usd,pool_depth_usd,max_pos_usd,gross_pnl,slippage_cost,gas_cost,net_pnl,exit_reason
4195,4233,2.4114562020727666e-05,2.447628045103858e-05,2.420912978655933e-05,2.384599283976094e-05,7955821.666824092,194.7289223356357,655019.1498544249,6550.191498544249,0.7523642803866939,5.766820114520156,1.0,-6.014455834133463,breakdown
4351,4374,2.4774491751894217e-05,2.5146109128172627e-05,2.4748560360126198e-05,2.4377331954724306e-05,7739115.1142711695,194.608633218953,658357.032057155,6583.570320571551,-0.20068602596596485,5.748969016574639,1.0,-6.949655042540604,breakdown
4389,4408,2.862457011313655e-05,2.9053938664833596e-05,2.8640234796095368e-05,2.821063127415394e-05,6693400.242958625,194.46964011810218,658837.4717447477,6588.374717447477,0.10484999272242589,5.749443886386468,1.0,-6.644593893664042,breakdown
4466,4473,2.8686226568200558e-05,2.9116519966723565e-05,2.8669164146578233e-05,2.8239126684379558e-05,6674449.709729417,194.33674824022887,662365.2862610158,6623.652862610158,-0.11388227504440535,5.742235063615089,1.0,-6.8561173386594945,breakdown
4574,4596,2.867828312058286e-05,2.9108457367391603e-05,2.8709119245527846e-05,2.8278482456844927e-05,6671587.691589781,194.1996258934557,661268.9741521155,6612.689741521155,0.20572591163928408,5.742976309170817,1.0,-6.537250397531532,breakdown
4605,4610,2.8750260283642012e-05,2.9181514187896638e-05,2.871931001641387e-05,2.8288520366167664e-05,6650404.760901589,194.06888088550505,660093.4636079442,6600.9346360794425,-0.20583180452520553,5.732938558956903,1.0,-6.938770363482108,breakdown
4648,4665,2.8654394206615966e-05,2.90842101197152e-05,2.8623687597844663e-05,2.8194332283876993e-05,6667882.836769109,193.93010547823542,659931.8177315908,6599.3181773159085,-0.20474806960155456,5.728853078805299,1.0,-6.933601148406853,breakdown
4692,4700,2.8625144637820907e-05,2.905452180738822e-05,2.8609725761356506e-05,2.818057987493616e-05,6669923.351001028,193.79143345526728,658816.5748031113,6588.165748031112,-0.10284272417610431,5.726282978504864,1.0,-6.829125702680969,breakdown
4747,4757,2.863249193863769e-05,2.906197931771725e-05,2.8597226259280992e-05,2.8168267865391776e-05,6663512.103704326,193.65485094121368,656579.4385063918,6565.7943850639185,-0.23499328123870925,5.720263798551283,1.0,-6.955257079789992,breakdown
4908,4919,2.8403525089179662e-05,2.8829577965517356e-05,2.8407055744379084e-05,2.7980949908213397e-05,6712403.006075194,193.5157457996179,654923.9687884672,6549.239687884672,0.023699180574015394,5.720032703460863,1.0,-6.696333522886848,breakdown
5077,5104,2.8273625992919036e-05,2.8697730382812817e-05,2.828054285839028e-05,2.7856334715514425e-05,6738575.369882814,193.38181912916014,656805.1385213855,6568.051385213855,0.046609819301316247,5.716417939284401,1.0,-6.6698081199830845,breakdown
5285,5302,2.837694311338171e-05,2.880259726008243e-05,2.8378414088121904e-05,2.7952737876800076e-05,6709409.614062264,193.24842296676047,657088.2600571407,6570.882600571407,0.009869372063900322,5.711924088859593,1.0,-6.7020547167956925,breakdown
5310,5326,2.8411318732552297e-05,2.883748851354058e-05,2.8431356615616997e-05,2.8004886266382743e-05,6696643.564565206,193.11438187242456,655870.6326195833,6558.706326195833,0.13418656067273257,5.709827040944807,1.0,-6.5756404802720745,breakdown
5466,5471,2.8565453384340835e-05,2.8993935185105945e-05,2.8517874781497048e-05,2.8090106659774593e-05,6655973.665898018,192.98286906281913,658074.0952944421,6580.740952944421,-0.3166819275884638,5.6991769355044735,1.0,-7.015858863092937,breakdown
5580,5607,2.849889199724806e-05,2.8926375377206776e-05,2.8515153174640456e-05,2.8087425877020848e-05,6666668.373442741,192.84255188555727,659132.5994836956,6591.325994836956,0.10840787703683911,5.701405976841974,1.0,-6.5929980998051345,breakdown
5825,5885,3.1366715146212706e-05,3.1837215873405896e-05,3.20872024952241e-05,3.160589445779574e-05,6053000.761430754,192.71069192356117,656057.569253206,6560.57569253206,4.361110472167189,5.76129917699072,1.0,-2.400188704823531,timeout
5891,5914,3.2120227447705e-05,3.260203085942057e-05,3.214065784112041e-05,3.16585479735036e-05,5909530.2676150175,192.6626881494647,654487.3379914517,6544.8733799145175,0.12073402826764185,5.696274699570756,1.0,-6.575540671303114,breakdown
5950,5959,3.212128979534492e-05,3.260310914227509e-05,3.2103365471798455e-05,3.1621814989721476e-05,5905301.132350948,192.53117733603864,654643.5765392481,6546.435765392482,-0.10584852813556266,5.688988942108665,1.0,-6.794837470244228,breakdown
6087,6097,3.361732559354835e-05,3.4121585477451575e-05,3.360605314089077e-05,3.3101962343777414e-05,5638521.126568797,192.39528058663376,659159.3193746944,6591.593193746944,-0.06355996245800825,5.685606617902059,1.0,-6.749166580360067,breakdown
6213,6218,3.366636754017484e-05,3.417136305327746e-05,3.3633760432122024e-05,3.312925402564019e-05,5626357.279200965,192.26029725502653,658296.6187490685,6582.966187490685,-0.1834592397466642,5.679818473621333,1.0,-6.863277713367998,breakdown
6305,6315,3.3748722161048764e-05,3.425495299346449e-05,3.371304635507542e-05,3.320735065974929e-05,5608620.503359451,192.12303170075916,657024.7499681478,6570.247499681478,-0.20009205685597978,5.675511871386347,1.0,-6.875603928242327,breakdown
6332,6361,3.3731432789397594e-05,3.423740428123856e-05,3.379459091340427e-05,3.32876720497032e-05,5607478.827692515,191.9855196221943,657315.0963001451,6573.150963001452,0.35415784316420995,5.679761223475865,1.0,-6.325603380311655,breakdown
6415,6457,3.381262762984063e-05,3.431981704428824e-05,3.396641200355203e-05,3.345691582349875e-05,5590327.224268192,191.85900755458806,656164.4907987138,6561.644907987138,0.8597049710258647,5.683605157459617,1.0,-5.823900186433752,breakdown
6554,6590,3.660336067394315e-05,3.715241108405229e-05,3.656433500920703e-05,3.601586998406892e-05,5160971.359760956,191.74252955085936,655689.6915461842,6556.896915461843,-0.20141033799872116,5.664245728206651,1.0,-6.865656066205372,breakdown
6616,6626,3.850810998288379e-05,3.908573163262704e-05,4.056252558840769e-05,3.995408770458158e-05,4902178.069236696,191.60521642953526,656756.7527048741,6567.567527048742,10.071111126496909,5.81427503427288,1.0,3.256836092224029,take_profit
6626,6649,4.056252558840769e-05,4.1170963472233805e-05,4.051296361177132e-05,3.990526915759475e-05,4657165.885799665,191.7400065683914,656506.9628607915,6565.069628607915,-0.23081834682372396,5.663730037163893,1.0,-6.894548383987616,breakdown
6749,6766,4.485032834606021e-05,4.552308327125111e-05,4.4850311439862024e-05,4.4177556768264096e-05,4207370.160813716,191.53246218369998,660846.386936707,6608.4638693670695,-7.113063379276929e-05,5.661056928617833,1.0,-6.6611280592516255,breakdown
6893,6899,4.47719176204452e-05,4.544349638475188e-05,4.470117194819603e-05,4.403065436897309e-05,4211807.0758027565,191.39923962251495,660550.5024331841,6605.505024331841,-0.29796712296148264,5.652650876087054,1.0,-6.950617999048537,breakdown
6949,6964,4.484070341381057e-05,4.5513313965017724e-05,4.483365357551029e-05,4.4161148771877636e-05,4202291.82628933,191.260227262534,661835.7575385453,6618.357575385453,-0.029625477865916554,5.652567261059616,1.0,-6.682192738925533,breakdown
7119,7169,4.495914410111193e-05,4.5633531262628604e-05,4.511304625617411e-05,4.4436350562331496e-05,4188292.6462076767,191.1265834077555,663768.9474705018,6637.689474705017,0.644587264282437,5.658730387518586,1.0,-6.014143123236149,breakdown
7248,7281,4.507108824567542e-05,4.574715456936055e-05,4.5095633260383856e-05,4.44191987614781e-05,4175260.786016591,191.0063005452908,662501.760304165,6625.01760304165,0.10248183740434334,5.64704364761892,1.0,-6.544561810214577,breakdown
7350,7356,4.510262068169847e-05,4.577915999192394e-05,4.504806412985206e-05,4.4372343167904285e-05,4169482.5624314533,190.8754093090865,664843.7699239717,6648.437699239717,-0.22747259158998462,5.63822562469521,1.0,-6.865698216285194,breakdown
7533,7544,4.3417010247763997e-05,4.4068265401480455e-05,4.34211864961925e-05,4.2769868698749616e-05,4328241.504562443,190.7380953447608,660720.8931630183,6607.208931630183,0.018075811781621733,5.637850309928275,1.0,-6.619774498146653,breakdown
7643,7659,4.747892348781906e-05,4.8191107340136345e-05,4.750112563199985e-05,4.6788608747519854e-05,3955204.8163054013,190.60569985479785,663535.1040629494,6635.3510406294945,0.08781402759616584,5.63498321597447,1.0,-6.547169188378304,breakdown
7756,7771,4.7274783759317356e-05,4.798390551570711e-05,4.723678579757841e-05,4.652823401061473e-05,3969555.0919397348,190.4747564710303,664268.3882190263,6642.683882190263,-0.15083500250417628,5.627533232726879,1.0,-6.7783682352310555,breakdown
7811,7821,4.7269433129603145e-05,4.7978474626547185e-05,4.7245210127180994e-05,4.653653197527328e-05,3967178.8356732843,190.33918910632568,664991.4885423688,6649.914885423687,-0.09609698254561669,5.624347385842871,1.0,-6.720444368388487,breakdown
7972,7989,4.7115241227399884e-05,4.7821969845810874e-05,4.706822645996439e-05,4.6362203063064926e-05,3977351.431407411,190.20478021895792,665263.5423528639,6652.63542352864,-0.18699425255684174,5.6190112503187795,1.0,-6.806005502875621,breakdown
8134,8137,4.7390862188972905e-05,4.8101725121807494e-05,4.7344381148625613e-05,4.663421543139623e-05,3951389.677347155,190.06866010890045,659336.0911261876,6593.360911261876,-0.1836647030206434,5.6150379390773635,1.0,-6.798702642098007,breakdown
8174,8181,4.737807917771949e-05,4.8088750365385276e-05,4.731399453662755e-05,4.660428461857814e-05,3949628.231403862,189.9326860560585,659133.3735081933,6591.333735081933,-0.2531105076561,5.609977314485409,1.0,-6.863087822141509,breakdown
8251,8279,4.726878283383685e-05,4.7977814576344404e-05,4.733712928749408e-05,4.6627072348181664e-05,3955899.741902684,189.79542429961566,657061.894979292,6570.61894979292,0.27037171838258445,5.6137725501486155,1.0,-6.343400831766031,breakdown
8399,8440,4.734752478426223e-05,4.805773765602616e-05,4.752666674213608e-05,4.681376674100404e-05,3946680.920365735,189.66855628298035,656192.3895522759,6561.923895522759,0.7070161471777034,5.61657242298541,1.0,-5.909556275807707,breakdown
8457,8469,4.7542511643058175e-05,4.825564931770404e-05,4.751653882298653e-05,4.680379074064173e-05,3928045.064931329,189.5503651574642,657278.4475524119,6572.784475524119,-0.1020224077047709,5.600943510903075,1.0,-6.7029659186078465,breakdown
8520,8548,4.761490162440366e-05,4.832912514876971e-05,4.768553752497727e-05,4.6970254462102606e-05,3919299.2891143598,189.41630583909205,658070.565551064,6580.70565551064,0.2768432349041018,5.602664151156825,1.0,-6.325820916252723,breakdown
8698,8715,4.750251127989943e-05,4.821504894909792e-05,4.7534203131135565e-05,4.682119008416853e-05,3925948.299266604,189.28978942076702,658498.1826085314,6584.981826085314,0.12442056946110207,5.596638409648332,1.0,-6.47221784018723,breakdown
8912,8936,5.244950483025899e-05,5.323624740271287e-05,5.2447778594902514e-05,5.1661061915978975e-05,3553224.62218334,189.16034506396326,657454.5266931305,6574.545266931305,-0.006133701972308845,5.590854153996423,1.0,-6.596987855968732,breakdown
9003,9051,5.2279081177933074e-05,5.306326739560206e-05,5.2496965291969214e-05,5.170951081258968e-05,3562321.255070523,189.0284053068439,658374.6368010392,6583.746368010392,0.7761732105731518,5.598689060429846,1.0,-5.8225158498566945,breakdown
9149,9171,5.834522447438832e-05,5.922040284150414e-05,5.8340165222530794e-05,5.746506274419283e-05,3189980.9174794964,188.91195498984675,659263.1864142821,6592.631864142821,-0.016138916882235517,5.5833624972274585,1.0,-6.599501414109694,breakdown
9435,9449,6.191165693084009e-05,6.284033178480268e-05,6.191987484866916e-05,6.0991076725939125e-05,3004121.073199349,188.7799649615646,658079.5785222467,6580.795785222467,0.024687620128149523,5.580073712180679,1.0,-6.5553860920525295,breakdown
9551,9579,7.250993812329925e-05,7.359758719514873e-05,7.253387829208943e-05,7.144587011770809e-05,2563247.85131215,188.64885723972355,662010.6069208754,6620.106069208754,0.06136458621146389,5.576748761592883,1.0,-6.51538417538142,breakdown
9612,9622,7.290998220809286e-05,7.400363194121424e-05,7.285510529338995e-05,7.17622787139891e-05,2547422.938727766,188.51854955621596,662644.2300980578,6626.442300980578,-0.13979471132078342,5.569879913504058,1.0,-6.709674624824842,breakdown
9878,9889,7.259042447952245e-05,7.367928084671528e-05,7.254138343366615e-05,7.145326268216116e-05,2556815.890421627,188.38435606371945,663407.1692909797,6634.071692909798,-0.12538892532828763,5.566129690170897,1.0,-6.691518615499185,breakdown
9908,9921,7.266359037842406e-05,7.375354423410042e-05,7.2632287873853e-05,7.15428035557452e-05,2552426.837873516,188.25052569140945,662418.5112378248,6624.185112378248,-0.0798973527598365,5.562856486252724,1.0,-6.642753839012561,breakdown
9950,9957,7.267101372841861e-05,7.376107893434489e-05,7.260032953761477e-05,7.151132459455055e-05,2550364.953067914,188.11767061462922,660376.8357564205,6603.768357564205,-0.1802704829620871,5.557424138261851,1.0,-6.737694621223938,breakdown
9969,9988,7.2672104371156e-05,7.376218593672334e-05,7.265103486827741e-05,7.156126934525324e-05,2548499.8083362835,187.98291672220472,659293.446870432,6592.93446870432,-0.05369562404784308,5.555339887477846,1.0,-6.609035511525689,breakdown
10019,10032,8.492267629999727e-05,8.619651644449722e-05,8.494959470378478e-05,8.367535078322801e-05,2179330.9493305697,187.8507360119742,658844.9896016978,6588.449896016978,0.05866411048070121,5.553118464474182,1.0,-6.494454353993481,breakdown
10134,10145,8.475461455520854e-05,8.602593377353666e-05,8.474946161376642e-05,8.347821968955992e-05,2182142.508549452,187.72084692489432,659262.0290741939,6592.620290741939,-0.011244452564933975,5.548230749710866,1.0,-6.5594752022758,breakdown
10272,10283,8.467280564498277e-05,8.59428977296575e-05,8.461377094217537e-05,8.334456437804273e-05,2182724.371371931,187.58965742084882,659280.5869541066,6592.8058695410655,-0.12885648457439786,5.5425890469436645,1.0,-6.671445531518063,breakdown
10311,10319,8.467162294278334e-05,8.594169728692508e-05,8.46264692678846e-05,8.335707222886633e-05,2181202.308401902,187.45622851021847,659137.9112738755,6591.379112738755,-0.098489299921956,5.539100843069205,1.0,-6.6375901429911615,breakdown
10356,10361,8.445795094135434e-05,8.572482020547465e-05,8.435849980292559e-05,8.30931223058817e-05,2185171.998708906,187.32347670735865,658892.2131138748,6588.922131138748,-0.2173178429342322,5.533394716317327,1.0,-6.750712559251559,breakdown
10524,10539,9.277888471912454e-05,9.41705679899114e-05,9.268144599471203e-05,9.129122430479135e-05,1987759.7263321944,187.1884624561736,655020.193567605,6550.20193567605,-0.193684772172365,5.52975864337821,1.0,-6.723443415550576,breakdown
10749,10765,9.282675114286867e-05,9.42191524100117e-05,9.282457001493546e-05,9.143220146471142e-05,1985307.5388946747,187.05399358786258,654907.9069180945,6549.079069180945,-0.004330209729101608,5.528624512505174,1.0,-6.532954722234276,breakdown
10894,10915,9.262612923112667e-05,9.401552116959357e-05,9.260814562837368e-05,9.121902344394807e-05,1988217.8194409937,186.9233344934179,661063.6485392737,6610.636485392737,-0.03575531945125198,5.524291290703342,1.0,-6.560046610154594,breakdown
10937,10942,9.272351676466163e-05,9.411436951613155e-05,9.260011164033612e-05,9.121110996573108e-05,1984735.5353020555,186.7921335612148,662844.4889344635,6628.444889344635,-0.24492653548720866,5.517275862397687,1.0,-6.762202397884896,breakdown
11036,11073,9.345915771486042e-05,9.486104508058332e-05,9.357869439324382e-05,9.217501397734516e-05,1967687.4670176182,186.65688951325708,660132.3347575067,6601.323347575068,0.23521082390394177,5.520480561765172,1.0,-6.28526973786123,breakdown
11131,11155,0.00010146114897141543,0.00010298306620598664,0.00010144676650079,9.992506500327814e-05,1811280.1549858728,186.53118411849988,659072.0749157073,6590.720749157073,-0.02605068362351327,5.512846208765349,1.0,-6.538896892388862,breakdown
11205,11215,0.00010678922956810558,0.00010839106801162716,0.00010662006173937685,0.0001050207608132862,1719702.6434009937,186.4004061806521,660170.0027202566,6601.700027202566,-0.2909183622432024,5.505007835817153,1.0,-6.795926198060355,breakdown
11383,11393,0.00011532210664443865,0.00011705193824410521,0.00011517076638722347,0.00011344320489141512,1591297.7644867941,186.2644876566909,665146.1934841957,6651.461934841957,-0.24082741298336796,5.501741903781336,1.0,-6.742569316764704,breakdown
11512,11572,0.00011539883170902844,0.00011712981418466386,0.00011614416971798763,0.00011440200717221782,1589088.4619428187,186.12963627035563,663687.042070988,6636.87042070988,1.1844080302844895,5.519134680169213,1.0,-5.334726649884724,timeout
11578,11590,0.00012568463852368557,0.00012756990810154083,0.00012545806579587255,0.00012357619480893447,1458203.9330881282,186.0229417373579,665630.8593131298,6656.308593131298,-0.330389242827449,5.493259188077527,1.0,-6.823648430904976,breakdown
11624,11634,0.0001275985309331923,0.00012951250889719018,0.0001273869187237622,0.00012547611494290577,1435278.1082814208,185.8864687687398,663519.8840388474,6635.198840388474,-0.30372237164010274,5.489625507343816,1.0,-6.793347878983919,breakdown
11655,11665,0.0001440758781956034,0.00014623701636853743,0.00014392102588735647,0.00014176221049904612,1270202.3497459975,185.75060181116012,663914.6409699034,6639.146409699035,-0.19669376579882128,5.487215164286224,1.0,-6.683908930085045,breakdown
11723,11729,0.00014430189201110352,0.00014646642039127004,0.00014403291559036323,0.0001418724218565078,1267300.1984803195,185.61692363255844,662881.0698314622,6628.810698314623,-0.3408738713906919,5.481101383531852,1.0,-6.8219752549225445,breakdown
11854,11890,0.0001506676510534028,0.00015292766581920383,0.000150868789838085,0.00014860575799051373,1212864.1546568896,185.48048412745996,663167.8546139237,6631.678546139237,0.2439540220522897,5.485841107201523,1.0,-6.241887085149234,breakdown
11927,11937,0.00015085352282685405,0.00015311632566925685,0.00015078638771183137,0.0001485245918961539,1210554.4302711363,185.35564638575698,666960.9464266504,6669.609464266504,-0.0812707109174721,5.477272950737923,1.0,-6.558543661655396,breakdown
